,train,val,test
40,covid_1054.png,sub-S09348_ses-E21857_run-1_bp-chest_vp-ap_dx.png,sub-S09679_ses-E22304_run-1_bp-chest_vp-ap_cr.png
41,covid_1055.png,sub-S09864_ses-E19388_run-2_bp-chest_vp-ap_dx.png,sub-S09673_ses-E23052_run-1_bp-chest_vp-ap_dx.png
42,covid_1058.png,sub-S09768_ses-E16745_run-1_bp-chest_vp-ap_dx.png,sub-S09408_ses-E16213_run-1_bp-chest_cr.png
43,covid_1059.png,sub-S09361_ses-E16908_run-1_bp-chest_vp-ap_dx.png,sub-S09338_ses-E24068_run-1_bp-chest_vp-ap_dx.png
44,covid_106.png,sub-S09382_ses-E16291_run-1_bp-chest_vp-ap_cr.png,sub-S09867_ses-E23304_run-1_bp-chest_vp-ap_dx.png
45,covid_1060.png,sub-S09414_ses-E16220_run-1_bp-chest_vp-ap_dx.png,sub-S09391_ses-E21185_run-1_bp-chest_vp-ap_dx.png
46,covid_1061.png,sub-S09397_ses-E22055_run-1_bp-chest_vp-ap_cr.png,sub-S09348_ses-E16831_run-1_bp-chest_vp-ap_dx.png
47,covid_1062.png,sub-S09629_ses-E22281_run-1_bp-chest_vp-ap_dx.png,sub-S09465_ses-E25441_run-1_bp-chest_vp-ap_cr.png
48,covid_1063.png,sub-S09632_ses-E22469_run-1_bp-chest_vp-ap_dx.png,sub-S09866_ses-E18408_run-1_bp-chest_vp-ap_cr.png
49,covid_1065.png,sub-S09356_ses-E26012_run-2_bp-chest_vp-ap_dx.png,sub-S09366_ses-E18600_run-1_bp-chest_vp-ap_cr.png
50,covid_1066.png,sub-S09308_ses-E20733_acq-2_run-1_bp-chest_vp-ap_dx.png,sub-S09681_ses-E20761_run-1_bp-chest_vp-ap_dx.png
51,covid_1068.png,sub-S09651_ses-E20193_run-1_bp-chest_vp-ap_dx.png,sub-S09689_ses-E20626_run-1_bp-chest_vp-ap_dx.png
52,covid_1069.png,sub-S09358_ses-E16150_run-1_bp-chest_dx.png,sub-S09458_ses-E23122_run-1_bp-chest_vp-ap_dx.png
53,covid_107.png,sub-S09343_ses-E19885_run-1_bp-chest_vp-ap_dx.png,sub-S09504_ses-E16338_run-1_bp-chest_vp-ap_dx.png
54,covid_1070.png,sub-S09766_ses-E17443_run-1_bp-chest_vp-ap_dx.png,sub-S09343_ses-E25885_run-1_bp-chest_vp-ap_dx.png
55,covid_1071.png,sub-S09348_ses-E20223_run-1_bp-chest_vp-ap_dx.png,sub-S09408_ses-E21947_run-1_bp-chest_cr.png
56,covid_1072.png,sub-S09762_ses-E23042_run-1_bp-chest_vp-pa_cr.png,sub-S09532_ses-E16373_run-1_bp-chest_vp-pa_cr.png
57,covid_1074.png,sub-S09469_ses-E19886_run-1_bp-chest_vp-ap_dx.png,sub-S09382_ses-E22396_run-1_bp-chest_vp-ap_cr.png
58,covid_1075.png,sub-S09765_ses-E18242_run-1_bp-chest_vp-ap_dx.png,sub-S09673_ses-E22080_run-1_bp-chest_vp-ap_dx.png
59,covid_1078.png,sub-S09799_ses-E24670_run-1_bp-chest_vp-ap_dx.png,sub-S09685_ses-E16598_run-1_bp-chest_vp-ap_dx.png
60,covid_108.png,sub-S09680_ses-E16590_run-1_bp-chest_vp-ap_cr.png,sub-S09905_ses-E21788_run-1_bp-chest_cr.png
61,covid_1081.png,sub-S09767_ses-E24344_run-1_bp-chest_vp-ap_dx.png,sub-S08047_ses-E17130_run-1_bp-chest_cr.png
62,covid_1087.png,sub-S09498_ses-E22712_run-2_bp-chest_vp-ap_dx.png,sub-S09670_ses-E20338_run-1_bp-chest_vp-ap_cr.png
63,covid_1088.png,sub-S09974_ses-E19369_run-1_bp-chest_vp-ap_dx.png,sub-S09379_ses-E20285_run-1_bp-chest_vp-ap_cr.png
64,covid_109.png,sub-S09510_ses-E23748_run-1_bp-chest_vp-pa_dx.png,sub-S08047_ses-E17539_run-1_bp-chest_vp-ap_dx.png
65,covid_1090.png,sub-S09315_ses-E21849_run-1_bp-chest_vp-ap_cr.png,sub-S09704_ses-E19852_acq-2_run-1_bp-chest_vp-ap_dx.png
66,covid_1091.png,sub-S09334_ses-E22097_run-1_bp-chest_vp-ap_dx.png,sub-S09398_ses-E17923_run-1_bp-chest_vp-ap_cr.png
67,covid_1092.png,sub-S09397_ses-E23382_acq-1_run-1_bp-chest_vp-pa_dx.png,sub-S09348_ses-E18478_run-1_bp-chest_vp-ap_dx.png
68,covid_1094.png,sub-S09552_ses-E19540_run-1_bp-chest_vp-pa_cr.png,sub-S09576_ses-E19386_run-1_bp-chest_vp-pa_dx.png
69,covid_1095.png,sub-S09313_ses-E24544_run-1_bp-chest_vp-ap_dx.png,sub-S09397_ses-E18638_acq-1_run-1_bp-chest_vp-pa_dx.png
70,covid_1098.png,sub-S09687_ses-E16601_run-1_bp-chest_cr.png,sub-S09348_ses-E23148_run-1_bp-chest_vp-ap_dx.png
71,covid_11.png,sub-S09780_ses-E18304_run-1_bp-chest_vp-ap_cr.png,sub-S09517_ses-E19659_run-1_bp-chest_vp-ap_dx.png
72,covid_1100.png,sub-S09420_ses-E25968_run-1_bp-chest_vp-ap_cr.png,sub-S09692_ses-E21356_run-1_bp-chest_cr.png
73,covid_1101.png,sub-S09867_ses-E22582_run-1_bp-chest_vp-ap_dx.png,sub-S09676_ses-E19188_run-1_bp-chest_vp-ap_cr.png
74,covid_1102.png,sub-S09918_ses-E17032_run-1_bp-chest_vp-ap_cr.png,sub-S09848_ses-E17529_run-1_bp-chest_vp-ap_cr.png
75,covid_1103.png,sub-S09361_ses-E21624_run-1_bp-chest_vp-ap_dx.png,sub-S09502_ses-E21131_run-1_bp-chest_vp-ap_dx.png
76,covid_1106.png,sub-S10036_ses-E25397_run-1_bp-chest_vp-ap_cr.png,sub-S09732_ses-E20780_run-1_bp-chest_vp-ap_dx.png
77,covid_1107.png,sub-S09348_ses-E19460_run-1_bp-chest_cr.png,sub-S09909_ses-E25133_run-1_bp-chest_vp-ap_dx.png
78,covid_1109.png,sub-S09371_ses-E19129_run-1_bp-chest_vp-ap_dx.png,sub-S09356_ses-E26447_acq-1_run-1_bp-chest_dx.png
79,covid_111.png,sub-S09815_ses-E16963_run-1_bp-chest_vp-ap_dx.png,sub-S09440_ses-E24069_run-1_bp-chest_vp-ap_cr.png
80,covid_1110.png,sub-S09362_ses-E17797_run-1_bp-chest_vp-ap_dx.png,sub-S09721_ses-E20524_run-1_bp-chest_vp-ap_dx.png
81,covid_1112.png,sub-S09879_ses-E16957_run-1_bp-chest_vp-ap_cr.png,sub-S09363_ses-E18000_acq-2_run-1_bp-chest_vp-ap_dx.png
82,covid_1113.png,sub-S09552_ses-E25924_run-1_bp-chest_vp-pa_cr.png,sub-S09452_ses-E22824_run-1_bp-chest_vp-ap_dx.png
83,covid_1114.png,sub-S09382_ses-E19160_run-1_bp-chest_vp-ap_cr.png,sub-S09836_ses-E23196_acq-1_run-1_bp-chest_vp-pa_cr.png
84,covid_1115.png,sub-S09501_ses-E16335_acq-1_run-1_bp-chest_vp-pa_dx.png,sub-S09376_ses-E22030_acq-1_run-1_bp-chest_cr.png
85,covid_1118.png,sub-S09426_ses-E16330_run-1_bp-chest_vp-ap_dx.png,sub-S09419_ses-E19070_run-1_bp-chest_vp-ap_dx.png
86,covid_112.png,sub-S09331_ses-E21867_run-1_bp-chest_vp-ap_dx.png,sub-S10013_ses-E26372_run-1_bp-chest_vp-ap_cr.png
87,covid_1120.png,sub-S09811_ses-E20421_run-1_bp-chest_vp-ap_dx.png,sub-S09426_ses-E19600_run-1_bp-chest_vp-ap_dx.png
88,covid_1121.png,sub-S09676_ses-E25670_run-1_bp-chest_vp-ap_dx.png,sub-S09905_ses-E17532_run-1_bp-chest_vp-ap_dx.png
89,covid_1127.png,sub-S09350_ses-E20736_run-1_bp-chest_vp-ap_dx.png,sub-S09864_ses-E18393_run-1_bp-chest_vp-ap_cr.png
90,covid_1128.png,sub-S09361_ses-E20765_run-1_bp-chest_vp-ap_dx.png,sub-S09348_ses-E17822_run-1_bp-chest_vp-ap_dx.png
91,covid_1130.png,sub-S09867_ses-E20935_run-1_bp-chest_vp-ap_dx.png,sub-S09747_ses-E18456_run-1_bp-chest_vp-ap_dx.png
92,covid_1133.png,sub-S09694_ses-E16609_run-1_bp-chest_vp-ap_dx.png,sub-S09689_ses-E22308_run-1_bp-chest_vp-ap_dx.png
93,covid_1136.png,sub-S09333_ses-E24256_run-1_bp-chest_vp-ap_cr.png,sub-S09687_ses-E22782_run-1_bp-chest_cr.png
94,covid_1137.png,sub-S09729_ses-E18550_run-1_bp-chest_vp-ap_cr.png,sub-S09315_ses-E17116_run-1_bp-chest_vp-ap_cr.png
95,covid_1138.png,sub-S09795_ses-E19792_acq-1_run-1_bp-chest_vp-ap_cr.png,sub-S09308_ses-E18798_run-1_bp-chest_vp-ap_cr.png
96,covid_114.png,sub-S09522_ses-E20023_run-1_bp-chest_vp-ap_dx.png,sub-S09340_ses-E16129_run-1_bp-chest_vp-ap_cr.png
97,covid_1140.png,sub-S09331_ses-E18504_acq-2_run-1_bp-chest_vp-ap_dx.png,sub-S09395_ses-E19850_run-1_bp-chest_vp-ap_cr.png
98,covid_1142.png,sub-S09662_ses-E19169_run-1_bp-chest_vp-ap_dx.png,sub-S09498_ses-E18844_run-1_bp-chest_vp-ap_cr.png
99,covid_1143.png,sub-S09790_ses-E23097_run-1_bp-chest_vp-ap_dx.png,sub-S09662_ses-E20481_run-1_bp-chest_vp-ap_cr.png
100,covid_1145.png,sub-S09673_ses-E22232_run-1_bp-chest_vp-ap_dx.png,sub-S09318_ses-E26199_run-1_bp-chest_vp-ap_cr.png
101,covid_1147.png,sub-S09841_ses-E23070_run-1_bp-chest_vp-ap_dx.png,sub-S09866_ses-E16930_run-1_bp-chest_vp-ap_dx.png
102,covid_1148.png,sub-S09408_ses-E17145_run-1_bp-chest_cr.png,sub-S09830_ses-E19889_run-1_bp-chest_vp-ap_cr.png
103,covid_1149.png,sub-S09594_ses-E17025_acq-1_run-1_bp-chest_vp-ap_dx.png,sub-S09632_ses-E21267_run-1_bp-chest_vp-ap_dx.png
104,covid_115.png,sub-S10024_ses-E20587_run-1_bp-chest_vp-ap_dx.png,sub-S09919_ses-E19698_run-1_bp-chest_vp-ap_dx.png
105,covid_1150.png,sub-S09953_ses-E22182_run-1_bp-chest_vp-ap_dx.png,sub-S09933_ses-E18817_run-1_bp-chest_vp-pa_dx.png
106,covid_1153.png,sub-S09382_ses-E16569_run-1_bp-chest_vp-ap_cr.png,sub-S09703_ses-E23854_run-1_bp-chest_vp-ap_cr.png
107,covid_1154.png,sub-S09376_ses-E21166_run-1_bp-chest_cr.png,sub-S09905_ses-E17164_run-1_bp-chest_cr.png
108,covid_1155.png,sub-S09955_ses-E19985_run-1_bp-chest_vp-ap_cr.png,sub-S09371_ses-E17519_run-1_bp-chest_vp-ap_dx.png
109,covid_1156.png,sub-S09920_ses-E17037_acq-1_run-1_bp-chest_vp-ll_dx.png,sub-S09818_ses-E25581_run-1_bp-chest_vp-ap_dx.png
110,covid_1157.png,sub-S09587_ses-E19990_run-1_bp-chest_vp-ap_cr.png,sub-S09921_ses-E19853_run-1_bp-chest_vp-ap_cr.png
111,covid_1158.png,sub-S09325_ses-E16110_run-1_bp-chest_vp-ap_dx.png,sub-S09559_ses-E17065_run-1_bp-chest_vp-ap_cr.png
112,covid_116.png,sub-S09662_ses-E25888_run-1_bp-chest_vp-pa_dx.png,sub-S09559_ses-E17781_run-1_bp-chest_vp-ap_cr.png
113,covid_1160.png,sub-S09526_ses-E22193_run-1_bp-chest_vp-ap_cr.png,sub-S09678_ses-E21065_run-1_bp-chest_vp-ap_dx.png
114,covid_1162.png,sub-S09560_ses-E16408_run-1_bp-chest_vp-pa_cr.png,sub-S09694_ses-E17185_run-1_bp-chest_vp-ap_dx.png
115,covid_1163.png,sub-S09524_ses-E22176_run-1_bp-chest_vp-ap_cr.png,sub-S09634_ses-E16518_run-1_bp-chest_vp-pa_cr.png
116,covid_1164.png,sub-S09550_ses-E16654_run-1_bp-chest_vp-ap_dx.png,sub-S09440_ses-E26490_run-1_bp-chest_vp-ap_dx.png
117,covid_1166.png,sub-S09692_ses-E22025_run-1_bp-chest_vp-ap_dx.png,sub-S09371_ses-E18434_run-1_bp-chest_cr.png
118,covid_1167.png,sub-S09721_ses-E25059_run-1_bp-chest_vp-ap_dx.png,sub-S09318_ses-E16124_run-1_bp-chest_vp-ap_cr.png
119,covid_1168.png,sub-S09314_ses-E18479_run-1_bp-chest_vp-ap_cr.png,sub-S09308_ses-E20237_run-1_bp-chest_vp-ap_dx.png
120,covid_1169.png,sub-S09673_ses-E23879_run-1_bp-chest_vp-pa_cr.png,sub-S09932_ses-E19757_run-1_bp-chest_vp-ap_dx.png
121,covid_1170.png,sub-S09919_ses-E25231_acq-1_run-1_bp-chest_vp-pa_dx.png,sub-S09387_ses-E22956_run-1_bp-chest_cr.png
122,covid_1171.png,sub-S09662_ses-E20072_run-1_bp-chest_vp-ap_dx.png,sub-S09955_ses-E18418_run-1_bp-chest_vp-ap_cr.png
123,covid_1172.png,sub-S10032_ses-E25750_run-1_bp-chest_vp-pa_cr.png,sub-S09314_ses-E18183_run-1_bp-chest_vp-ap_cr.png
124,covid_1175.png,sub-S09399_ses-E17281_run-1_bp-chest_vp-ap_cr.png,sub-S09429_ses-E25351_run-1_bp-chest_vp-ap_dx.png
125,covid_1176.png,sub-S09603_ses-E19210_run-1_bp-chest_vp-ap_dx.png,sub-S09361_ses-E22748_run-1_bp-chest_vp-ap_dx.png
126,covid_1177.png,sub-S09534_ses-E22374_run-1_bp-chest_vp-pa_cr.png,sub-S09459_ses-E22841_run-1_bp-chest_vp-pa_dx.png
127,covid_1178.png,sub-S09681_ses-E18333_run-1_bp-chest_vp-ap_dx.png,sub-S09426_ses-E20741_run-1_bp-chest_vp-ap_dx.png
128,covid_118.png,sub-S09452_ses-E17957_run-1_bp-chest_cr.png,sub-S08047_ses-E17934_run-1_bp-chest_vp-ap_dx.png
129,covid_1180.png,sub-S09610_ses-E19688_run-1_bp-chest_vp-pa_cr.png,sub-S09495_ses-E26654_acq-3_run-1_bp-chest_vp-ap_dx.png
130,covid_1181.png,sub-S09918_ses-E22984_run-1_bp-chest_vp-ap_cr.png,sub-S09569_ses-E17159_run-1_bp-chest_vp-ap_dx.png
131,covid_1182.png,sub-S09377_ses-E16266_run-1_bp-chest_vp-ap_cr.png,sub-S09366_ses-E22977_run-1_bp-chest_vp-ap_cr.png
132,covid_1183.png,sub-S09673_ses-E26368_run-1_bp-chest_vp-ap_dx.png,sub-S09313_ses-E16120_run-1_bp-chest_vp-ap_dx.png
133,covid_1184.png,sub-S09711_ses-E20994_run-1_bp-chest_vp-pa_cr.png,sub-S09765_ses-E25038_run-1_bp-chest_dx.png
134,covid_1185.png,sub-S09773_ses-E25613_run-1_bp-chest_vp-ap_dx.png,sub-S09328_ses-E16113_run-1_bp-chest_vp-ap_dx.png
135,covid_1187.png,sub-S09678_ses-E18547_run-1_bp-chest_vp-ap_dx.png,sub-S09368_ses-E22594_run-1_bp-chest_vp-ap_dx.png
136,covid_1188.png,sub-S09683_ses-E20627_run-1_bp-chest_vp-ap_cr.png,sub-S09585_ses-E16444_run-1_bp-chest_vp-ap_dx.png
137,covid_1189.png,sub-S09605_ses-E16943_acq-2_run-1_bp-chest_vp-pa_dx.png,sub-S09348_ses-E21916_run-1_bp-chest_vp-ap_dx.png
138,covid_1190.png,sub-S09382_ses-E17142_run-1_bp-chest_vp-pa_cr.png,sub-S09346_ses-E23030_run-1_bp-chest_vp-ap_cr.png
139,covid_1192.png,sub-S09577_ses-E25722_run-1_bp-chest_vp-pa_cr.png,sub-S09613_ses-E17619_run-1_bp-chest_vp-ap_dx.png
140,covid_1194.png,sub-S09688_ses-E23740_run-1_bp-chest_vp-ap_dx.png,sub-S09680_ses-E22528_run-1_bp-chest_vp-pa_cr.png
141,covid_1196.png,sub-S09620_ses-E23680_run-1_bp-chest_vp-ap_dx.png,sub-S09867_ses-E20934_run-1_bp-chest_vp-ap_dx.png
142,covid_1197.png,sub-S09391_ses-E20436_run-1_bp-chest_vp-ap_dx.png,sub-S09493_ses-E16325_run-1_bp-chest_vp-pa_dx.png
143,covid_1198.png,sub-S09376_ses-E26132_run-1_bp-chest_vp-ap_cr.png,sub-S09599_ses-E17261_run-1_bp-chest_vp-ap_cr.png
144,covid_12.png,sub-S09315_ses-E23347_run-1_bp-chest_vp-ap_cr.png,sub-S09723_ses-E16657_run-1_bp-chest_vp-pa_cr.png
145,covid_120.png,sub-S09371_ses-E20202_run-1_bp-chest_vp-ap_dx.png,sub-S09662_ses-E21005_run-1_bp-chest_vp-ap_dx.png
146,covid_1200.png,sub-S09768_ses-E20084_run-1_bp-chest_vp-ap_dx.png,sub-S09831_ses-E20856_run-1_bp-chest_vp-ap_dx.png
147,covid_1201.png,sub-S09886_ses-E22216_run-1_bp-chest_vp-ap_cr.png,sub-S09845_ses-E21976_run-1_bp-chest_vp-ap_cr.png
148,covid_1203.png,sub-S09385_ses-E20875_run-1_bp-chest_vp-ap_dx.png,sub-S09387_ses-E21902_run-1_bp-chest_cr.png
149,covid_1204.png,sub-S09447_ses-E16262_run-1_bp-chest_vp-pa_cr.png,sub-S09348_ses-E19717_run-1_bp-chest_cr.png
150,covid_1205.png,sub-S09409_ses-E16392_run-1_bp-chest_vp-ap_cr.png,sub-S09434_ses-E26278_run-1_bp-chest_vp-pa_dx.png
151,covid_1207.png,sub-S09669_ses-E19549_run-1_bp-chest_vp-ap_dx.png,sub-S09768_ses-E20876_run-1_bp-chest_vp-ap_dx.png
152,covid_1208.png,sub-S09348_ses-E24559_run-1_bp-chest_vp-ap_dx.png,sub-S09391_ses-E23123_run-1_bp-chest_vp-ap_dx.png
153,covid_121.png,sub-S09905_ses-E18575_run-1_bp-chest_cr.png,sub-S09768_ses-E20876_run-2_bp-chest_vp-ap_dx.png
154,covid_1210.png,sub-S09425_ses-E21769_run-1_bp-chest_vp-ap_dx.png,sub-S09420_ses-E21970_run-1_bp-chest_vp-ap_dx.png
155,covid_1211.png,sub-S09448_ses-E21381_run-1_bp-chest_vp-ap_dx.png,sub-S09687_ses-E17093_run-1_bp-chest_cr.png
156,covid_1212.png,sub-S09679_ses-E25345_run-1_bp-chest_vp-ap_cr.png,sub-S09581_ses-E26029_run-1_bp-chest_vp-pa_cr.png
157,covid_1213.png,sub-S09499_ses-E19184_run-2_bp-chest_vp-ap_dx.png,sub-S09687_ses-E20276_run-1_bp-chest_cr.png
158,covid_1214.png,sub-S09837_ses-E16871_run-1_bp-chest_vp-ap_cr.png,sub-S09314_ses-E21527_run-1_bp-chest_vp-ap_cr.png
159,covid_1215.png,sub-S09458_ses-E19468_acq-1_run-1_bp-chest_vp-ap_dx.png,sub-S09681_ses-E21457_run-1_bp-chest_vp-ap_dx.png
160,covid_1216.png,sub-S09348_ses-E22658_run-1_bp-chest_vp-ap_dx.png,sub-S09320_ses-E22690_run-1_bp-chest_vp-ap_cr.png
161,covid_1217.png,sub-S09905_ses-E20588_acq-1_run-1_bp-chest_vp-ap_dx.png,sub-S09443_ses-E21660_run-1_bp-chest_vp-ap_dx.png
162,covid_1218.png,sub-S09382_ses-E16381_run-1_bp-chest_vp-ap_cr.png,sub-S09825_ses-E23401_run-1_bp-chest_vp-ap_dx.png
163,covid_1221.png,sub-S09873_ses-E16940_run-1_bp-chest_vp-ap_dx.png,sub-S09357_ses-E20339_run-1_bp-chest_vp-pa_cr.png
164,covid_1222.png,sub-S09577_ses-E18351_run-1_bp-chest_vp-pa_cr.png,sub-S09662_ses-E17946_run-1_bp-chest_vp-ap_cr.png
165,covid_1223.png,sub-S09365_ses-E20937_run-1_bp-chest_vp-ap_dx.png,sub-S09371_ses-E16936_run-1_bp-chest_vp-ap_dx.png
166,covid_1224.png,sub-S09768_ses-E21742_run-1_bp-chest_vp-ap_dx.png,sub-S09689_ses-E20397_run-1_bp-chest_vp-ap_cr.png
167,covid_1225.png,sub-S09848_ses-E23733_run-1_bp-chest_vp-ap_cr.png,sub-S09673_ses-E21409_run-1_bp-chest_cr.png
168,covid_1226.png,sub-S09856_ses-E23543_run-1_bp-chest_vp-ap_dx.png,sub-S09504_ses-E16450_acq-1_run-1_bp-chest_vp-ap_dx.png
169,covid_1229.png,sub-S09346_ses-E22383_run-1_bp-chest_vp-ap_dx.png,sub-S09651_ses-E27113_run-1_bp-chest_vp-ap_dx.png
170,covid_123.png,sub-S09348_ses-E22051_run-1_bp-chest_vp-ap_dx.png,sub-S09708_ses-E24162_run-1_bp-chest_vp-pa_dx.png
171,covid_1231.png,sub-S09334_ses-E21425_run-1_bp-chest_vp-ap_dx.png,sub-S09331_ses-E20337_run-1_bp-chest_vp-ap_dx.png
172,covid_1234.png,sub-S09382_ses-E19016_run-1_bp-chest_vp-ap_cr.png,sub-S09312_ses-E24163_run-1_bp-chest_vp-ap_dx.png
173,covid_1235.png,sub-S09760_ses-E23185_run-1_bp-chest_vp-ap_dx.png,sub-S09334_ses-E21582_run-1_bp-chest_vp-ap_dx.png
174,covid_1236.png,sub-S09371_ses-E21497_run-1_bp-chest_vp-ap_dx.png,sub-S09345_ses-E18501_run-1_bp-chest_vp-ap_dx.png
